"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"7670047" 1.3272 1.02329 -0.177415 0.208464 -0.312783 0.523773 0.118192 12.2285 3.52386 -202.738
"7670048" 1.28109 1.13132 -0.197275 0.200196 -0.299317 0.482818 0.101996 14.2809 4.85848 -196.237
"7670049" 1.36275 0.965178 -0.161232 0.169927 -0.275164 0.55429 0.127966 10.964 3.09457 -202.512
"7670050" 1.33684 1.07695 -0.115137 0.160886 -0.161258 0.484081 0.114066 12.1471 4.04368 -203.065
"7670051" 1.3323 0.994889 -0.197792 0.210355 -0.252158 0.534837 0.118623 11.4903 3.63754 -206.443
"7670052" 1.36469 0.958319 -0.170508 0.188661 -0.196391 0.551822 0.109538 12.7508 3.28328 -205.092
"7670053" 1.28419 1.10453 -0.181572 0.19309 -0.266115 0.506802 0.105534 13.9471 4.52398 -196.521
"7670054" 1.32202 1.07978 -0.141002 0.152201 -0.19973 0.498655 0.0963207 13.9496 4.32818 -198.417
"7670055" 1.3272 1.02329 -0.177415 0.208464 -0.312783 0.523773 0.118192 12.2285 3.52386 -202.738
"7670056" 1.28109 1.13132 -0.197275 0.200196 -0.299317 0.482818 0.101996 14.2809 4.85848 -196.237
"7670057" 1.36816 0.959615 -0.152621 0.159563 -0.285401 0.549676 0.133462 10.9715 3.09144 -203.784
"7670058" 1.33684 1.07695 -0.115137 0.160886 -0.161258 0.484081 0.114066 12.1471 4.04368 -203.065
"7670059" 1.32864 1.00336 -0.181426 0.214689 -0.260651 0.55076 0.127814 11.4823 3.64584 -203.437
"7670060" 1.36469 0.958319 -0.170508 0.188661 -0.196391 0.551822 0.109538 12.7508 3.28328 -205.092
"7670061" 1.28419 1.10453 -0.181572 0.19309 -0.266115 0.506802 0.105534 13.9471 4.52398 -196.521
"7670062" 1.31163 1.08756 -0.142504 0.165005 -0.205298 0.505854 0.101114 13.947 4.33482 -197.809
"7670063" 1.32571 1.03775 -0.189311 0.218553 -0.322583 0.52303 0.120019 12.2228 3.53004 -203.682
"7670064" 1.28109 1.13132 -0.197275 0.200196 -0.299317 0.482818 0.101996 14.2809 4.85848 -196.237
"7670065" 1.36964 0.972142 -0.142264 0.160049 -0.280345 0.559403 0.133355 10.9686 3.08228 -203.49
"7670066" 1.33684 1.07695 -0.115137 0.160886 -0.161258 0.484081 0.114066 12.1471 4.04368 -203.065
"7670067" 1.32864 1.00336 -0.181426 0.214689 -0.260651 0.55076 0.127814 11.4823 3.64584 -203.437
"7670068" 1.37204 0.97037 -0.172016 0.178877 -0.207275 0.54793 0.118931 12.7427 3.28857 -204.419
"7670069" 1.28419 1.10453 -0.181572 0.19309 -0.266115 0.506802 0.105534 13.9471 4.52398 -196.521
"7670070" 1.30416 1.06683 -0.153641 0.157873 -0.211159 0.51144 0.0970939 13.9384 4.33047 -198.821
"7670071" 1.31977 1.04271 -0.205274 0.211762 -0.327062 0.522155 0.133224 12.2218 3.53811 -204.075
"7670072" 1.27877 1.13206 -0.20023 0.213923 -0.296478 0.483434 0.108724 14.2826 4.85517 -196.423
"7670073" 1.36964 0.972142 -0.142264 0.160049 -0.280345 0.559403 0.133355 10.9686 3.08228 -203.49
"7670074" 1.33711 1.07973 -0.12161 0.158488 -0.175276 0.490127 0.11685 12.1528 4.04947 -201.603
"7670075" 1.32864 1.00336 -0.181426 0.214689 -0.260651 0.55076 0.127814 11.4823 3.64584 -203.437
"7670076" 1.37585 0.976135 -0.175869 0.168929 -0.210065 0.534669 0.119953 12.7377 3.28976 -204.852
"7670077" 1.28162 1.11656 -0.178097 0.193247 -0.268629 0.519256 0.107942 13.9642 4.52609 -199.288
"7670078" 1.30416 1.06683 -0.153641 0.157873 -0.211159 0.51144 0.0970939 13.9384 4.33047 -198.821
"7670079" 1.31934 1.0303 -0.21823 0.202822 -0.329923 0.528519 0.132806 12.2218 3.53455 -203.114
"7670080" 1.27877 1.13206 -0.20023 0.213923 -0.296478 0.483434 0.108724 14.2826 4.85517 -196.423
"7670081" 1.36964 0.972142 -0.142264 0.160049 -0.280345 0.559403 0.133355 10.9686 3.08228 -203.49
"7670082" 1.32284 1.07284 -0.117841 0.151739 -0.183406 0.496891 0.104471 12.1461 4.04961 -203.459
"7670083" 1.32864 1.00336 -0.181426 0.214689 -0.260651 0.55076 0.127814 11.4823 3.64584 -203.437
"7670084" 1.37585 0.976135 -0.175869 0.168929 -0.210065 0.534669 0.119953 12.7377 3.28976 -204.852
"7670085" 1.2877 1.10211 -0.174459 0.193934 -0.267193 0.510242 0.11353 13.972 4.52629 -196.832
"7670086" 1.30416 1.06683 -0.153641 0.157873 -0.211159 0.51144 0.0970939 13.9384 4.33047 -198.821
"7670087" 1.31766 1.0146 -0.211693 0.209743 -0.326629 0.531892 0.122342 12.2193 3.53953 -202.623
"7670088" 1.28799 1.13285 -0.190296 0.221658 -0.303614 0.493488 0.0993873 14.2682 4.86785 -197.243
"7670089" 1.36964 0.972142 -0.142264 0.160049 -0.280345 0.559403 0.133355 10.9686 3.08228 -203.49
"7670090" 1.32458 1.05957 -0.117853 0.151482 -0.184085 0.489531 0.110991 12.1598 4.02594 -202.726
"7670091" 1.32864 1.00336 -0.181426 0.214689 -0.260651 0.55076 0.127814 11.4823 3.64584 -203.437
"7670092" 1.37585 0.976135 -0.175869 0.168929 -0.210065 0.534669 0.119953 12.7377 3.28976 -204.852
"7670093" 1.2877 1.10211 -0.174459 0.193934 -0.267193 0.510242 0.11353 13.972 4.52629 -196.832
"7670094" 1.30416 1.06683 -0.153641 0.157873 -0.211159 0.51144 0.0970939 13.9384 4.33047 -198.821
"7670095" 1.31766 1.0146 -0.211693 0.209743 -0.326629 0.531892 0.122342 12.2193 3.53953 -202.623
"7670096" 1.28799 1.13285 -0.190296 0.221658 -0.303614 0.493488 0.0993873 14.2682 4.86785 -197.243
"7670097" 1.36301 0.979237 -0.144786 0.162183 -0.280945 0.547726 0.124967 10.9671 3.08389 -204.307
"7670098" 1.32458 1.05957 -0.117853 0.151482 -0.184085 0.489531 0.110991 12.1598 4.02594 -202.726
"7670099" 1.33551 1.0035 -0.183057 0.210226 -0.259765 0.558017 0.128788 11.4931 3.65883 -203.332
"7670100" 1.37954 0.989976 -0.173328 0.178015 -0.220067 0.53518 0.110225 12.7489 3.29513 -204.885
"7670101" 1.29829 1.09357 -0.178291 0.194063 -0.275507 0.507042 0.110391 13.9778 4.52972 -196.16
"7670102" 1.30416 1.06683 -0.153641 0.157873 -0.211159 0.51144 0.0970939 13.9384 4.33047 -198.821
"7670103" 1.32157 1.01354 -0.21695 0.20679 -0.331537 0.542455 0.120403 12.2208 3.54165 -201.847
"7670104" 1.28799 1.13285 -0.190296 0.221658 -0.303614 0.493488 0.0993873 14.2682 4.86785 -197.243
"7670105" 1.36301 0.979237 -0.144786 0.162183 -0.280945 0.547726 0.124967 10.9671 3.08389 -204.307
"7670106" 1.32585 1.05015 -0.119417 0.14708 -0.175329 0.494559 0.103785 12.1645 4.02429 -204.245
"7670107" 1.33741 1.00567 -0.173126 0.212356 -0.271589 0.56031 0.136916 11.4933 3.65748 -203.339
"7670108" 1.37986 0.986083 -0.175455 0.171469 -0.223414 0.534624 0.102724 12.7471 3.29865 -205.572
"7670109" 1.29829 1.09357 -0.178291 0.194063 -0.275507 0.507042 0.110391 13.9778 4.52972 -196.16
"7670110" 1.30416 1.06683 -0.153641 0.157873 -0.211159 0.51144 0.0970939 13.9384 4.33047 -198.821
"7670111" 1.32157 1.01354 -0.21695 0.20679 -0.331537 0.542455 0.120403 12.2208 3.54165 -201.847
"7670112" 1.28445 1.13814 -0.185691 0.208264 -0.301523 0.491854 0.104536 14.2681 4.86528 -195.443
"7670113" 1.36301 0.979237 -0.144786 0.162183 -0.280945 0.547726 0.124967 10.9671 3.08389 -204.307
"7670114" 1.33261 1.0569 -0.117784 0.141209 -0.170669 0.500024 0.0958225 12.1823 4.02743 -205.403
"7670115" 1.35212 1.0041 -0.162778 0.200495 -0.26332 0.562098 0.133055 11.4888 3.64755 -203.523
"7670116" 1.37986 0.986083 -0.175455 0.171469 -0.223414 0.534624 0.102724 12.7471 3.29865 -205.572
"7670117" 1.29458 1.09392 -0.191552 0.198524 -0.273294 0.505925 0.112059 13.9807 4.52328 -196.681
"7670118" 1.31427 1.07106 -0.152997 0.147912 -0.208703 0.498234 0.0961169 13.9235 4.33247 -198.398
"7670119" 1.32157 1.01354 -0.21695 0.20679 -0.331537 0.542455 0.120403 12.2208 3.54165 -201.847
"7670120" 1.27826 1.13817 -0.185359 0.203464 -0.311734 0.498552 0.0991018 14.2614 4.85933 -197.406
"7670121" 1.36354 0.980619 -0.145776 0.170837 -0.279932 0.541638 0.117642 10.9791 3.08198 -206.388
"7670122" 1.32884 1.059 -0.0975851 0.141192 -0.175366 0.513265 0.0986027 12.1846 4.03053 -206.606
"7670123" 1.34672 1.01006 -0.171834 0.199594 -0.264557 0.564296 0.138854 11.4845 3.66788 -204.789
"7670124" 1.37986 0.986083 -0.175455 0.171469 -0.223414 0.534624 0.102724 12.7471 3.29865 -205.572
"7670125" 1.29458 1.09392 -0.191552 0.198524 -0.273294 0.505925 0.112059 13.9807 4.52328 -196.681
"7670126" 1.31427 1.07106 -0.152997 0.147912 -0.208703 0.498234 0.0961169 13.9235 4.33247 -198.398
"7670127" 1.32157 1.01354 -0.21695 0.20679 -0.331537 0.542455 0.120403 12.2208 3.54165 -201.847
"7670128" 1.27826 1.13817 -0.185359 0.203464 -0.311734 0.498552 0.0991018 14.2614 4.85933 -197.406
"7670129" 1.36602 0.973225 -0.148247 0.166822 -0.292608 0.538199 0.12105 10.9877 3.07235 -206.539
"7670130" 1.32128 1.06846 -0.111155 0.148994 -0.177251 0.516702 0.0981097 12.1878 4.04053 -207.928
"7670131" 1.34672 1.01006 -0.171834 0.199594 -0.264557 0.564296 0.138854 11.4845 3.66788 -204.789
"7670132" 1.38054 0.979447 -0.176261 0.168587 -0.233539 0.531607 0.101919 12.7514 3.31518 -206.423
"7670133" 1.29458 1.09392 -0.191552 0.198524 -0.273294 0.505925 0.112059 13.9807 4.52328 -196.681
"7670134" 1.31427 1.07106 -0.152997 0.147912 -0.208703 0.498234 0.0961169 13.9235 4.33247 -198.398
"7670135" 1.32157 1.01354 -0.21695 0.20679 -0.331537 0.542455 0.120403 12.2208 3.54165 -201.847
"7670136" 1.27742 1.13742 -0.183212 0.186373 -0.306122 0.487626 0.102074 14.2563 4.86315 -196.226
"7670137" 1.36602 0.973225 -0.148247 0.166822 -0.292608 0.538199 0.12105 10.9877 3.07235 -206.539
"7670138" 1.32654 1.08003 -0.107727 0.154295 -0.168338 0.515151 0.104215 12.1863 4.04022 -207.239
"7670139" 1.34672 1.01006 -0.171834 0.199594 -0.264557 0.564296 0.138854 11.4845 3.66788 -204.789
"7670140" 1.38847 0.974881 -0.185335 0.162183 -0.224578 0.541185 0.105563 12.7532 3.31298 -206.707
"7670141" 1.29876 1.0959 -0.195091 0.195836 -0.26735 0.502814 0.109948 13.9696 4.51838 -196.75
"7670142" 1.31427 1.07106 -0.152997 0.147912 -0.208703 0.498234 0.0961169 13.9235 4.33247 -198.398
"7670143" 1.32157 1.01354 -0.21695 0.20679 -0.331537 0.542455 0.120403 12.2208 3.54165 -201.847
"7670144" 1.27742 1.13742 -0.183212 0.186373 -0.306122 0.487626 0.102074 14.2563 4.86315 -196.226
"7670145" 1.37815 0.976376 -0.152382 0.160758 -0.283074 0.553419 0.112709 10.9723 3.06601 -206.708
"7670146" 1.32654 1.08003 -0.107727 0.154295 -0.168338 0.515151 0.104215 12.1863 4.04022 -207.239
"7670147" 1.34583 1.01757 -0.15924 0.193235 -0.256595 0.559773 0.129137 11.4765 3.67834 -203.722
"7670148" 1.37981 0.977822 -0.191387 0.154939 -0.244691 0.557868 0.10767 12.7462 3.31153 -204.926
"7670149" 1.29876 1.0959 -0.195091 0.195836 -0.26735 0.502814 0.109948 13.9696 4.51838 -196.75
"7670150" 1.31282 1.06963 -0.148842 0.139132 -0.206036 0.4997 0.0956806 13.9183 4.33047 -198.44
"7670151" 1.33465 1.00468 -0.21558 0.209215 -0.3311 0.543702 0.114985 12.2291 3.52314 -202.488
"7670152" 1.27742 1.13742 -0.183212 0.186373 -0.306122 0.487626 0.102074 14.2563 4.86315 -196.226
"7670153" 1.37764 0.966843 -0.143078 0.162108 -0.281802 0.556688 0.120903 10.9735 3.07179 -204.254
"7670154" 1.32655 1.07094 -0.105563 0.136955 -0.156052 0.520283 0.111368 12.1995 4.03515 -206.12
"7670155" 1.34583 1.01757 -0.15924 0.193235 -0.256595 0.559773 0.129137 11.4765 3.67834 -203.722
"7670156" 1.37981 0.977822 -0.191387 0.154939 -0.244691 0.557868 0.10767 12.7462 3.31153 -204.926
"7670157" 1.29876 1.0959 -0.195091 0.195836 -0.26735 0.502814 0.109948 13.9696 4.51838 -196.75
"7670158" 1.31282 1.06963 -0.148842 0.139132 -0.206036 0.4997 0.0956806 13.9183 4.33047 -198.44
"7670159" 1.33465 1.00468 -0.21558 0.209215 -0.3311 0.543702 0.114985 12.2291 3.52314 -202.488
"7670160" 1.27374 1.1382 -0.185999 0.193549 -0.298305 0.496648 0.107796 14.2613 4.8581 -196.085
"7670161" 1.37764 0.966843 -0.143078 0.162108 -0.281802 0.556688 0.120903 10.9735 3.07179 -204.254
"7670162" 1.32655 1.07094 -0.105563 0.136955 -0.156052 0.520283 0.111368 12.1995 4.03515 -206.12
"7670163" 1.34757 0.952113 -0.136077 0.144011 -0.27685 0.565283 0.12687 10.9813 3.22656 -204.782
"7670164" 1.28181 1.04037 -0.180177 0.183724 -0.313304 0.532981 0.115493 12.6296 3.94922 -203.404
"7670165" 1.29876 1.0959 -0.195091 0.195836 -0.26735 0.502814 0.109948 13.9696 4.51838 -196.75
"7670166" 1.31282 1.06963 -0.148842 0.139132 -0.206036 0.4997 0.0956806 13.9183 4.33047 -198.44
"7670167" 1.33465 1.00468 -0.21558 0.209215 -0.3311 0.543702 0.114985 12.2291 3.52314 -202.488
"7670168" 1.27374 1.1382 -0.185999 0.193549 -0.298305 0.496648 0.107796 14.2613 4.8581 -196.085
"7670169" 1.37764 0.966843 -0.143078 0.162108 -0.281802 0.556688 0.120903 10.9735 3.07179 -204.254
"7670170" 1.32655 1.07094 -0.105563 0.136955 -0.156052 0.520283 0.111368 12.1995 4.03515 -206.12
"7670171" 1.34757 0.952113 -0.136077 0.144011 -0.27685 0.565283 0.12687 10.9813 3.22656 -204.782
"7670172" 1.28181 1.04037 -0.180177 0.183724 -0.313304 0.532981 0.115493 12.6296 3.94922 -203.404
"7670173" 1.28762 1.10051 -0.200214 0.200772 -0.255086 0.495685 0.107616 13.9738 4.52539 -197.081
"7670174" 1.31282 1.06963 -0.148842 0.139132 -0.206036 0.4997 0.0956806 13.9183 4.33047 -198.44
"7670175" 1.34197 1.00876 -0.213232 0.202119 -0.330079 0.541606 0.123906 12.2149 3.51936 -200.888
"7670176" 1.27042 1.13618 -0.191589 0.202621 -0.30077 0.481997 0.10725 14.2719 4.85787 -196.431
"7670177" 1.37764 0.966843 -0.143078 0.162108 -0.281802 0.556688 0.120903 10.9735 3.07179 -204.254
"7670178" 1.33292 1.07315 -0.111802 0.139601 -0.150743 0.501053 0.122975 12.2167 4.03097 -203.914
"7670179" 1.34983 0.952165 -0.132042 0.13912 -0.274716 0.575539 0.123053 10.9834 3.21417 -205.186
"7670180" 1.28181 1.04037 -0.180177 0.183724 -0.313304 0.532981 0.115493 12.6296 3.94922 -203.404
"7670181" 1.2959 1.11906 -0.20882 0.195944 -0.250681 0.482933 0.10635 13.9928 4.5259 -197.963
"7670182" 1.31318 1.07161 -0.162278 0.140427 -0.195582 0.494322 0.0985628 13.9275 4.3302 -199.07
"7670183" 1.34197 1.00876 -0.213232 0.202119 -0.330079 0.541606 0.123906 12.2149 3.51936 -200.888
"7670184" 1.27042 1.13618 -0.191589 0.202621 -0.30077 0.481997 0.10725 14.2719 4.85787 -196.431
"7670185" 1.37405 0.972466 -0.140235 0.164621 -0.278473 0.564068 0.125238 10.9777 3.06329 -204.51
"7670186" 1.33292 1.07315 -0.111802 0.139601 -0.150743 0.501053 0.122975 12.2167 4.03097 -203.914
"7670187" 1.34983 0.952165 -0.132042 0.13912 -0.274716 0.575539 0.123053 10.9834 3.21417 -205.186
"7670188" 1.28181 1.04037 -0.180177 0.183724 -0.313304 0.532981 0.115493 12.6296 3.94922 -203.404
"7670189" 1.29867 1.11409 -0.204817 0.188899 -0.25494 0.4844 0.0952708 13.9952 4.51108 -199.469
"7670190" 1.31318 1.07161 -0.162278 0.140427 -0.195582 0.494322 0.0985628 13.9275 4.3302 -199.07
"7670191" 1.34197 1.00876 -0.213232 0.202119 -0.330079 0.541606 0.123906 12.2149 3.51936 -200.888
"7670192" 1.27042 1.13618 -0.191589 0.202621 -0.30077 0.481997 0.10725 14.2719 4.85787 -196.431
"7670193" 1.36789 0.975358 -0.143334 0.160228 -0.282527 0.554625 0.122407 10.9661 3.06007 -204.545
"7670194" 1.33292 1.07315 -0.111802 0.139601 -0.150743 0.501053 0.122975 12.2167 4.03097 -203.914
"7670195" 1.36499 0.960145 -0.130005 0.141127 -0.274589 0.577161 0.120076 10.9949 3.21421 -204.812
"7670196" 1.28181 1.04037 -0.180177 0.183724 -0.313304 0.532981 0.115493 12.6296 3.94922 -203.404
"7670197" 1.30549 1.10515 -0.202095 0.187554 -0.247472 0.491482 0.0948441 14.0043 4.49723 -199.215
"7670198" 1.31318 1.07161 -0.162278 0.140427 -0.195582 0.494322 0.0985628 13.9275 4.3302 -199.07
"7670199" 1.34197 1.00876 -0.213232 0.202119 -0.330079 0.541606 0.123906 12.2149 3.51936 -200.888
"7670200" 1.27042 1.13618 -0.191589 0.202621 -0.30077 0.481997 0.10725 14.2719 4.85787 -196.431
"7670201" 1.37141 0.973568 -0.154724 0.153778 -0.275734 0.555753 0.130429 10.962 3.05777 -203.291
"7670202" 1.32995 1.07278 -0.115565 0.140621 -0.156478 0.484253 0.119371 12.2084 4.01645 -202.795
"7670203" 1.3577 0.962708 -0.128649 0.144245 -0.270632 0.572259 0.136877 10.9795 3.206 -204.73
"7670204" 1.28181 1.04037 -0.180177 0.183724 -0.313304 0.532981 0.115493 12.6296 3.94922 -203.404
"7670205" 1.30549 1.10515 -0.202095 0.187554 -0.247472 0.491482 0.0948441 14.0043 4.49723 -199.215
"7670206" 1.31318 1.07161 -0.162278 0.140427 -0.195582 0.494322 0.0985628 13.9275 4.3302 -199.07
"7670207" 1.33934 1.00404 -0.210295 0.200897 -0.313306 0.541303 0.123152 12.2299 3.51162 -200.464
"7670208" 1.27042 1.13618 -0.191589 0.202621 -0.30077 0.481997 0.10725 14.2719 4.85787 -196.431
"7670209" 1.37141 0.973568 -0.154724 0.153778 -0.275734 0.555753 0.130429 10.962 3.05777 -203.291
"7670210" 1.32995 1.07278 -0.115565 0.140621 -0.156478 0.484253 0.119371 12.2084 4.01645 -202.795
"7670211" 1.31828 1.10411 -0.186436 0.181674 -0.240611 0.510558 0.119186 13.1899 4.2942 -201.035
"7670212" 1.28181 1.04037 -0.180177 0.183724 -0.313304 0.532981 0.115493 12.6296 3.94922 -203.404
"7670213" 1.30549 1.10515 -0.202095 0.187554 -0.247472 0.491482 0.0948441 14.0043 4.49723 -199.215
"7670214" 1.31318 1.07161 -0.162278 0.140427 -0.195582 0.494322 0.0985628 13.9275 4.3302 -199.07
"7670215" 1.33934 1.00404 -0.210295 0.200897 -0.313306 0.541303 0.123152 12.2299 3.51162 -200.464
"7670216" 1.27042 1.13618 -0.191589 0.202621 -0.30077 0.481997 0.10725 14.2719 4.85787 -196.431
"7670217" 1.37141 0.973568 -0.154724 0.153778 -0.275734 0.555753 0.130429 10.962 3.05777 -203.291
"7670218" 1.32995 1.07278 -0.115565 0.140621 -0.156478 0.484253 0.119371 12.2084 4.01645 -202.795
"7670219" 1.33323 1.1054 -0.180503 0.192414 -0.228367 0.512887 0.112414 13.18 4.29903 -201.123
"7670220" 1.28169 1.04616 -0.182387 0.193996 -0.31865 0.516891 0.120339 12.6263 3.94571 -203.698
"7670221" 1.31101 1.11144 -0.202201 0.200555 -0.244408 0.491697 0.0963872 14.0158 4.49498 -199.221
"7670222" 1.31318 1.07161 -0.162278 0.140427 -0.195582 0.494322 0.0985628 13.9275 4.3302 -199.07
"7670223" 1.33934 1.00404 -0.210295 0.200897 -0.313306 0.541303 0.123152 12.2299 3.51162 -200.464
"7670224" 1.27174 1.14335 -0.190614 0.20971 -0.281149 0.486215 0.108309 14.2781 4.86248 -196.255
"7670225" 1.37141 0.973568 -0.154724 0.153778 -0.275734 0.555753 0.130429 10.962 3.05777 -203.291
"7670226" 1.34155 1.08267 -0.127819 0.149494 -0.161363 0.487256 0.118467 12.2079 4.01013 -202.508
"7670227" 1.33323 1.1054 -0.180503 0.192414 -0.228367 0.512887 0.112414 13.18 4.29903 -201.123
"7670228" 1.27975 1.04134 -0.190023 0.200725 -0.316097 0.525301 0.126876 12.6227 3.93576 -203.333
"7670229" 1.31101 1.11144 -0.202201 0.200555 -0.244408 0.491697 0.0963872 14.0158 4.49498 -199.221
"7670230" 1.31318 1.07161 -0.162278 0.140427 -0.195582 0.494322 0.0985628 13.9275 4.3302 -199.07
"7670231" 1.33934 1.00404 -0.210295 0.200897 -0.313306 0.541303 0.123152 12.2299 3.51162 -200.464
"7670232" 1.27174 1.14335 -0.190614 0.20971 -0.281149 0.486215 0.108309 14.2781 4.86248 -196.255
"7670233" 1.37141 0.973568 -0.154724 0.153778 -0.275734 0.555753 0.130429 10.962 3.05777 -203.291
"7670234" 1.34155 1.08267 -0.127819 0.149494 -0.161363 0.487256 0.118467 12.2079 4.01013 -202.508
"7670235" 1.33323 1.1054 -0.180503 0.192414 -0.228367 0.512887 0.112414 13.18 4.29903 -201.123
"7670236" 1.27975 1.04134 -0.190023 0.200725 -0.316097 0.525301 0.126876 12.6227 3.93576 -203.333
"7670237" 1.31018 1.10389 -0.196074 0.209437 -0.246873 0.504263 0.100019 14.0216 4.50437 -198.354
"7670238" 1.31318 1.07161 -0.162278 0.140427 -0.195582 0.494322 0.0985628 13.9275 4.3302 -199.07
"7670239" 1.34249 0.997141 -0.213837 0.204236 -0.310469 0.549264 0.119535 12.23 3.50667 -200.97
"7670240" 1.27174 1.14335 -0.190614 0.20971 -0.281149 0.486215 0.108309 14.2781 4.86248 -196.255
"7670241" 1.37141 0.973568 -0.154724 0.153778 -0.275734 0.555753 0.130429 10.962 3.05777 -203.291
"7670242" 1.34155 1.08267 -0.127819 0.149494 -0.161363 0.487256 0.118467 12.2079 4.01013 -202.508
"7670243" 1.33791 1.10469 -0.170912 0.18129 -0.245359 0.514922 0.10455 13.1829 4.30239 -201.489
"7670244" 1.27975 1.04134 -0.190023 0.200725 -0.316097 0.525301 0.126876 12.6227 3.93576 -203.333
"7670245" 1.31018 1.10389 -0.196074 0.209437 -0.246873 0.504263 0.100019 14.0216 4.50437 -198.354
"7670246" 1.31555 1.08075 -0.169297 0.149902 -0.197922 0.492776 0.102006 13.9385 4.33047 -198.764
"7670247" 1.34196 1.00284 -0.224365 0.211237 -0.303391 0.548052 0.119276 12.2363 3.4936 -201.525
"7670248" 1.27156 1.14561 -0.200304 0.209439 -0.279862 0.499478 0.110153 14.2886 4.85743 -196.881
"7670249" 1.37128 0.970743 -0.159965 0.163013 -0.278205 0.558489 0.132818 10.9716 3.05709 -202.82
"7670250" 1.34155 1.08267 -0.127819 0.149494 -0.161363 0.487256 0.118467 12.2079 4.01013 -202.508
"7670251" 1.32966 1.10352 -0.176063 0.178818 -0.249125 0.512683 0.102352 13.1747 4.30037 -200.661
"7670252" 1.27975 1.04134 -0.190023 0.200725 -0.316097 0.525301 0.126876 12.6227 3.93576 -203.333
"7670253" 1.31018 1.10389 -0.196074 0.209437 -0.246873 0.504263 0.100019 14.0216 4.50437 -198.354
"7670254" 1.31555 1.08075 -0.169297 0.149902 -0.197922 0.492776 0.102006 13.9385 4.33047 -198.764
"7670255" 1.34196 1.00284 -0.224365 0.211237 -0.303391 0.548052 0.119276 12.2363 3.4936 -201.525
"7670256" 1.27156 1.14561 -0.200304 0.209439 -0.279862 0.499478 0.110153 14.2886 4.85743 -196.881
"7670257" 1.37128 0.970743 -0.159965 0.163013 -0.278205 0.558489 0.132818 10.9716 3.05709 -202.82
"7670258" 1.33836 1.08334 -0.117676 0.152731 -0.174225 0.485314 0.111125 12.2053 4.00282 -202.643
"7670259" 1.32966 1.10352 -0.176063 0.178818 -0.249125 0.512683 0.102352 13.1747 4.30037 -200.661
"7670260" 1.27975 1.04134 -0.190023 0.200725 -0.316097 0.525301 0.126876 12.6227 3.93576 -203.333
"7670261" 1.31018 1.10389 -0.196074 0.209437 -0.246873 0.504263 0.100019 14.0216 4.50437 -198.354
"7670262" 1.31555 1.08075 -0.169297 0.149902 -0.197922 0.492776 0.102006 13.9385 4.33047 -198.764
"7670263" 1.34196 1.00284 -0.224365 0.211237 -0.303391 0.548052 0.119276 12.2363 3.4936 -201.525
"7670264" 1.27156 1.14561 -0.200304 0.209439 -0.279862 0.499478 0.110153 14.2886 4.85743 -196.881
"7670265" 1.37509 0.962291 -0.153386 0.166592 -0.284587 0.567586 0.13187 10.9799 3.04953 -202.903
"7670266" 1.33836 1.08334 -0.117676 0.152731 -0.174225 0.485314 0.111125 12.2053 4.00282 -202.643
"7670267" 1.32966 1.10352 -0.176063 0.178818 -0.249125 0.512683 0.102352 13.1747 4.30037 -200.661
"7670268" 1.27975 1.04134 -0.190023 0.200725 -0.316097 0.525301 0.126876 12.6227 3.93576 -203.333
"7670269" 1.31018 1.10389 -0.196074 0.209437 -0.246873 0.504263 0.100019 14.0216 4.50437 -198.354
"7670270" 1.30573 1.0734 -0.182158 0.14616 -0.203057 0.496965 0.098337 13.9398 4.34206 -199.226
"7670271" 1.34196 1.00284 -0.224365 0.211237 -0.303391 0.548052 0.119276 12.2363 3.4936 -201.525
"7670272" 1.27156 1.14561 -0.200304 0.209439 -0.279862 0.499478 0.110153 14.2886 4.85743 -196.881
"7670273" 1.36667 0.953083 -0.149259 0.173781 -0.27995 0.557052 0.13968 10.9776 3.03715 -203.896
"7670274" 1.33836 1.08334 -0.117676 0.152731 -0.174225 0.485314 0.111125 12.2053 4.00282 -202.643
"7670275" 1.32966 1.10352 -0.176063 0.178818 -0.249125 0.512683 0.102352 13.1747 4.30037 -200.661
"7670276" 1.27975 1.04134 -0.190023 0.200725 -0.316097 0.525301 0.126876 12.6227 3.93576 -203.333
"7670277" 1.30283 1.0976 -0.211531 0.21427 -0.238699 0.510745 0.098707 14.0297 4.49726 -200.937
"7670278" 1.30573 1.0734 -0.182158 0.14616 -0.203057 0.496965 0.098337 13.9398 4.34206 -199.226
"7670279" 1.34196 1.00284 -0.224365 0.211237 -0.303391 0.548052 0.119276 12.2363 3.4936 -201.525
"7670280" 1.27156 1.14561 -0.200304 0.209439 -0.279862 0.499478 0.110153 14.2886 4.85743 -196.881
"7670281" 1.37135 0.952699 -0.146327 0.167946 -0.281287 0.56783 0.132229 10.9795 3.02795 -203.069
"7670282" 1.33836 1.08334 -0.117676 0.152731 -0.174225 0.485314 0.111125 12.2053 4.00282 -202.643
"7670283" 1.33056 1.10504 -0.17609 0.170297 -0.258603 0.50126 0.104346 13.1601 4.2982 -200.215
"7670284" 1.27969 1.04158 -0.195353 0.202265 -0.321954 0.530408 0.132691 12.6291 3.92 -203.549
"7670285" 1.30283 1.0976 -0.211531 0.21427 -0.238699 0.510745 0.098707 14.0297 4.49726 -200.937
"7670286" 1.30573 1.0734 -0.182158 0.14616 -0.203057 0.496965 0.098337 13.9398 4.34206 -199.226
